# {"t_start": 1551044220.717452, "env_id": "MyBulletCartPole-v0"} 
r,l,t
200.0,200,390.192018
200.0,200,390.341143
200.0,200,390.492586
200.0,200,390.644577
200.0,200,390.794582
200.0,200,390.945974
200.0,200,391.097836
200.0,200,391.251702
200.0,200,391.404804
200.0,200,391.554644
200.0,200,391.706954
200.0,200,392.015811
200.0,200,392.165983
200.0,200,392.317338
200.0,200,392.46833
200.0,200,392.623078
200.0,200,392.773667
200.0,200,392.923454
200.0,200,393.07479
200.0,200,393.226069
200.0,200,393.375558
200.0,200,393.684848
200.0,200,393.836829
200.0,200,393.987486
200.0,200,394.139597
200.0,200,394.291145
200.0,200,394.443572
200.0,200,394.600732
200.0,200,394.753002
200.0,200,394.903303
200.0,200,395.05676
200.0,200,395.362689
200.0,200,395.513398
200.0,200,395.656965
200.0,200,395.811227
200.0,200,395.962876
200.0,200,396.113544
200.0,200,396.263658
200.0,200,396.414509
200.0,200,396.567667
200.0,200,396.719527
200.0,200,397.020997
200.0,200,397.177496
200.0,200,397.329148
200.0,200,397.481928
200.0,200,397.633087
200.0,200,397.782506
200.0,200,397.93308
200.0,200,398.085037
200.0,200,398.238367
200.0,200,398.390446
200.0,200,398.541255
200.0,200,398.854474
200.0,200,399.010717
200.0,200,399.167361
200.0,200,399.333969
200.0,200,399.490472
200.0,200,399.638203
200.0,200,399.787393
200.0,200,399.938151
200.0,200,400.087439
200.0,200,400.237534
200.0,200,400.550306
200.0,200,400.697644
200.0,200,400.848669
200.0,200,401.000665
200.0,200,401.151715
200.0,200,401.301406
200.0,200,401.453181
200.0,200,401.605386
200.0,200,401.756532
200.0,200,401.907147
200.0,200,402.209358
200.0,200,402.35913
200.0,200,402.51129
200.0,200,402.662184
200.0,200,402.811818
200.0,200,402.962237
200.0,200,403.111735
200.0,200,403.263891
200.0,200,403.416217
200.0,200,403.566089
200.0,200,403.869231
200.0,200,404.015191
200.0,200,404.167043
200.0,200,404.31872
200.0,200,404.47012
200.0,200,404.618993
200.0,200,404.769694
200.0,200,404.91881
200.0,200,405.069214
200.0,200,405.220053
200.0,200,405.372388
200.0,200,405.679928
200.0,200,405.830208
200.0,200,405.980732
200.0,200,406.129246
200.0,200,406.280905
200.0,200,406.43205
200.0,200,406.585587
200.0,200,406.734766
200.0,200,406.885485
200.0,200,407.03551
200.0,200,407.344018
200.0,200,407.495258
200.0,200,407.645205
200.0,200,407.796738
200.0,200,407.946932
200.0,200,408.097085
200.0,200,408.246978
200.0,200,408.398319
200.0,200,408.549497
200.0,200,408.700663
200.0,200,409.007006
200.0,200,409.160307
200.0,200,409.304838
200.0,200,409.454387
200.0,200,409.604647
200.0,200,409.754449
200.0,200,409.905677
200.0,200,410.05663
200.0,200,410.208887
200.0,200,410.359081
200.0,200,410.661141
200.0,200,410.812724
200.0,200,410.956842
200.0,200,411.107721
200.0,200,411.259237
200.0,200,411.412502
200.0,200,411.565004
200.0,200,411.724885
200.0,200,411.879521
200.0,200,412.0305
200.0,200,412.181172
200.0,200,412.486843
200.0,200,412.643061
200.0,200,412.802375
200.0,200,412.952101
200.0,200,413.108566
200.0,200,413.264527
200.0,200,413.425376
200.0,200,413.585114
200.0,200,413.744621
200.0,200,413.906883
200.0,200,414.217432
200.0,200,414.367695
200.0,200,414.520097
200.0,200,414.670141
200.0,200,414.821791
200.0,200,414.973993
200.0,200,415.126855
200.0,200,415.278887
200.0,200,415.430482
200.0,200,415.581322
200.0,200,415.885702
200.0,200,416.038018
200.0,200,416.190913
200.0,200,416.343734
200.0,200,416.501869
200.0,200,416.655715
200.0,200,416.80687
200.0,200,416.95521
200.0,200,417.107191
200.0,200,417.259038
200.0,200,417.572567
200.0,200,417.724604
200.0,200,417.874355
200.0,200,418.026377
200.0,200,418.177975
200.0,200,418.327498
200.0,200,418.479228
200.0,200,418.630192
200.0,200,418.781522
200.0,200,418.933013
200.0,200,419.083713
200.0,200,419.387124
200.0,200,419.541612
200.0,200,419.69196
200.0,200,419.849481
200.0,200,420.000535
200.0,200,420.15435
200.0,200,420.306025
200.0,200,420.457369
200.0,200,420.610859
200.0,200,420.762851
200.0,200,421.082459
200.0,200,421.246738
200.0,200,421.399827
200.0,200,421.552532
200.0,200,421.707745
200.0,200,421.861043
200.0,200,422.026158
200.0,200,422.181566
200.0,200,422.33533
200.0,200,422.491594
200.0,200,422.811675
200.0,200,422.965811
200.0,200,423.121846
200.0,200,423.278788
200.0,200,423.433449
200.0,200,423.598535
200.0,200,423.748667
200.0,200,423.898862
200.0,200,424.046099
200.0,200,424.197628
200.0,200,424.503788
200.0,200,424.654772
200.0,200,424.805553
200.0,200,424.956136
200.0,200,425.107424
200.0,200,425.257171
200.0,200,425.4089
200.0,200,425.559627
200.0,200,425.710122
200.0,200,425.860591
200.0,200,426.0129
200.0,200,426.329854
200.0,200,426.482975
200.0,200,426.634889
200.0,200,426.786518
200.0,200,426.940739
200.0,200,427.090244
200.0,200,427.238004
200.0,200,427.388622
200.0,200,427.539781
200.0,200,427.695871
200.0,200,428.012033
200.0,200,428.168928
200.0,200,428.324228
200.0,200,428.475282
200.0,200,428.626409
200.0,200,428.777952
200.0,200,428.929195
200.0,200,429.081053
200.0,200,429.233246
200.0,200,429.3844
200.0,200,429.691432
200.0,200,429.841816
200.0,200,429.99279
200.0,200,430.144301
200.0,200,430.29589
200.0,200,430.44668
200.0,200,430.600115
200.0,200,430.760483
200.0,200,430.918726
200.0,200,431.07005
200.0,200,431.382572
200.0,200,431.53237
200.0,200,431.678966
200.0,200,431.829179
200.0,200,431.980095
200.0,200,432.131051
200.0,200,432.283091
200.0,200,432.4333
200.0,200,432.589793
200.0,200,432.738507
200.0,200,433.054855
200.0,200,433.214703
200.0,200,433.364743
200.0,200,433.5173
200.0,200,433.668783
200.0,200,433.820398
200.0,200,433.979454
200.0,200,434.128877
200.0,200,434.281489
200.0,200,434.447154
200.0,200,434.600385
200.0,200,434.904432
200.0,200,435.053552
200.0,200,435.207069
200.0,200,435.363283
200.0,200,435.514114
200.0,200,435.67973
200.0,200,435.831725
200.0,200,435.984193
200.0,200,436.137413
200.0,200,436.290335
200.0,200,436.593586
200.0,200,436.746751
200.0,200,436.897025
200.0,200,437.04897
200.0,200,437.199614
200.0,200,437.349604
200.0,200,437.500945
200.0,200,437.652612
200.0,200,437.803629
200.0,200,437.95429
200.0,200,438.256937
200.0,200,438.408681
200.0,200,438.559648
200.0,200,438.711905
200.0,200,438.864968
200.0,200,439.015651
200.0,200,439.166222
200.0,200,439.317724
200.0,200,439.4694
200.0,200,439.619945
200.0,200,439.924296
200.0,200,440.076531
200.0,200,440.226648
200.0,200,440.377273
200.0,200,440.529154
200.0,200,440.678431
200.0,200,440.830975
200.0,200,440.982134
200.0,200,441.13284
200.0,200,441.284305
200.0,200,441.436205
200.0,200,441.738219
200.0,200,441.88861
200.0,200,442.041522
200.0,200,442.192621
200.0,200,442.343836
200.0,200,442.494362
200.0,200,442.645085
200.0,200,442.797025
200.0,200,442.947301
200.0,200,443.098163
200.0,200,443.400739
200.0,200,443.551899
200.0,200,443.701338
200.0,200,443.855336
200.0,200,444.009361
200.0,200,444.167223
200.0,200,444.328845
200.0,200,444.484491
200.0,200,444.634819
200.0,200,444.790047
200.0,200,445.096689
200.0,200,445.244086
200.0,200,445.402545
200.0,200,445.562236
200.0,200,445.72278
200.0,200,445.88197
200.0,200,446.040315
200.0,200,446.199661
200.0,200,446.357513
200.0,200,446.511052
200.0,200,446.815695
200.0,200,446.966642
200.0,200,447.120071
200.0,200,447.29734
200.0,200,447.454021
200.0,200,447.606581
200.0,200,447.758202
200.0,200,447.910897
200.0,200,448.063149
200.0,200,448.214567
200.0,200,448.367198
200.0,200,448.668867
200.0,200,448.82088
200.0,200,448.974295
200.0,200,449.123799
200.0,200,449.275977
200.0,200,449.429324
200.0,200,449.579398
200.0,200,449.730037
200.0,200,449.882353
200.0,200,450.032644
200.0,200,450.337078
200.0,200,450.489885
200.0,200,450.640254
200.0,200,450.791436
200.0,200,450.943836
200.0,200,451.094175
200.0,200,451.246213
200.0,200,451.398169
200.0,200,451.550288
200.0,200,451.699903
200.0,200,452.004067
200.0,200,452.155813
200.0,200,452.307426
200.0,200,452.457902
200.0,200,452.610098
200.0,200,452.761419
200.0,200,452.915367
200.0,200,453.066787
200.0,200,453.218149
200.0,200,453.368862
200.0,200,453.67002
200.0,200,453.820554
200.0,200,453.970783
200.0,200,454.12224
200.0,200,454.272767
200.0,200,454.425652
200.0,200,454.577956
200.0,200,454.729421
200.0,200,454.882228
200.0,200,455.034089
200.0,200,455.184142
200.0,200,455.485968
200.0,200,455.638013
200.0,200,455.788967
200.0,200,455.940408
200.0,200,456.092673
200.0,200,456.242792
200.0,200,456.392844
200.0,200,456.546038
200.0,200,456.695934
200.0,200,456.847618
200.0,200,457.1511
200.0,200,457.303746
200.0,200,457.454941
200.0,200,457.606402
200.0,200,457.75863
200.0,200,457.910129
200.0,200,458.060328
200.0,200,458.212736
200.0,200,458.363483
200.0,200,458.51603
200.0,200,458.819726
200.0,200,458.97054
200.0,200,459.121899
200.0,200,459.274538
200.0,200,459.426236
200.0,200,459.577426
200.0,200,459.728865
200.0,200,459.879741
200.0,200,460.031443
200.0,200,460.182952
200.0,200,460.486553
200.0,200,460.638256
200.0,200,460.79032
200.0,200,460.940637
200.0,200,461.091302
200.0,200,461.242527
200.0,200,461.392833
200.0,200,461.545804
200.0,200,461.695628
200.0,200,461.847205
200.0,200,461.997774
200.0,200,462.302297
200.0,200,462.452878
200.0,200,462.602431
200.0,200,462.753995
200.0,200,462.90449
200.0,200,463.054856
200.0,200,463.205422
200.0,200,463.355375
200.0,200,463.506597
200.0,200,463.657769
200.0,200,463.960297
200.0,200,464.109993
200.0,200,464.261719
200.0,200,464.413261
200.0,200,464.564562
200.0,200,464.716942
200.0,200,464.869598
200.0,200,465.021873
200.0,200,465.17288
200.0,200,465.324752
200.0,200,465.626158
200.0,200,465.77721
200.0,200,465.928401
200.0,200,466.079575
200.0,200,466.232101
200.0,200,466.385024
200.0,200,466.535365
200.0,200,466.687758
200.0,200,466.840143
200.0,200,466.991904
200.0,200,467.295335
200.0,200,467.447297
200.0,200,467.599274
200.0,200,467.75076
200.0,200,467.901832
200.0,200,468.052898
200.0,200,468.205296
200.0,200,468.357585
200.0,200,468.509177
200.0,200,468.658509
200.0,200,468.810135
200.0,200,469.113539
200.0,200,469.264936
200.0,200,469.416212
200.0,200,469.566712
200.0,200,469.718147
200.0,200,469.870817
200.0,200,470.023427
200.0,200,470.174113
200.0,200,470.325653
200.0,200,470.477268
200.0,200,470.781815
200.0,200,470.933081
200.0,200,471.08435
200.0,200,471.236811
200.0,200,471.386338
200.0,200,471.538109
200.0,200,471.689756
200.0,200,471.841777
200.0,200,471.9911
200.0,200,472.140748
200.0,200,472.443411
200.0,200,472.594811
200.0,200,472.744751
200.0,200,472.897025
200.0,200,473.047932
200.0,200,473.199908
200.0,200,473.350365
200.0,200,473.501009
200.0,200,473.652277
200.0,200,473.802533
200.0,200,474.105632
200.0,200,474.256861
200.0,200,474.408775
200.0,200,474.561231
200.0,200,474.713007
200.0,200,474.863993
200.0,200,475.017791
200.0,200,475.169623
200.0,200,475.321091
200.0,200,475.473287
200.0,200,475.775454
200.0,200,475.92744
200.0,200,476.077016
200.0,200,476.227818
200.0,200,476.378373
200.0,200,476.529342
200.0,200,476.679836
200.0,200,476.831521
200.0,200,476.982928
200.0,200,477.134826
200.0,200,477.287321
200.0,200,477.594085
200.0,200,477.744922
200.0,200,477.895444
200.0,200,478.047587
200.0,200,478.198219
200.0,200,478.349203
200.0,200,478.501101
200.0,200,478.653333
200.0,200,478.804311
200.0,200,478.957554
200.0,200,479.260507
200.0,200,479.415474
200.0,200,479.566762
200.0,200,479.717754
200.0,200,479.86836
200.0,200,480.020195
200.0,200,480.172059
200.0,200,480.32203
200.0,200,480.476013
200.0,200,480.62766
200.0,200,480.929077
200.0,200,481.07964
200.0,200,481.232155
200.0,200,481.384061
200.0,200,481.534396
200.0,200,481.685631
200.0,200,481.83605
200.0,200,481.987261
200.0,200,482.137493
200.0,200,482.287642
200.0,200,482.588845
200.0,200,482.741528
200.0,200,482.907586
200.0,200,483.067644
200.0,200,483.21931
200.0,200,483.368224
200.0,200,483.519821
200.0,200,483.67217
200.0,200,483.823171
200.0,200,483.974897
200.0,200,484.126412
200.0,200,484.431451
200.0,200,484.581772
200.0,200,484.733423
200.0,200,484.885568
200.0,200,485.037928
200.0,200,485.1884
200.0,200,485.340245
200.0,200,485.491803
200.0,200,485.64111
200.0,200,485.792483
200.0,200,486.095021
200.0,200,486.247097
200.0,200,486.398662
200.0,200,486.549854
200.0,200,486.702336
200.0,200,486.853344
200.0,200,487.005911
200.0,200,487.157119
200.0,200,487.310297
200.0,200,487.462717
200.0,200,487.766066
200.0,200,487.917928
200.0,200,488.076504
200.0,200,488.233219
200.0,200,488.385346
200.0,200,488.539394
200.0,200,488.691028
200.0,200,488.844326
200.0,200,489.000632
200.0,200,489.153682
200.0,200,489.458314
200.0,200,489.611447
200.0,200,489.763436
200.0,200,489.914311
200.0,200,490.064823
200.0,200,490.214484
200.0,200,490.365898
200.0,200,490.515688
200.0,200,490.667321
200.0,200,490.818816
200.0,200,490.969219
200.0,200,491.270875
200.0,200,491.423487
200.0,200,491.575138
200.0,200,491.725533
200.0,200,491.876852
200.0,200,492.02937
200.0,200,492.181099
200.0,200,492.333108
200.0,200,492.485034
200.0,200,492.636249
200.0,200,492.941501
200.0,200,493.092273
200.0,200,493.245078
200.0,200,493.395573
200.0,200,493.5473
200.0,200,493.699413
200.0,200,493.850481
200.0,200,494.002566
200.0,200,494.152836
200.0,200,494.302162
200.0,200,494.607796
200.0,200,494.757308
200.0,200,494.907125
200.0,200,495.058976
200.0,200,495.210871
200.0,200,495.361029
200.0,200,495.512449
200.0,200,495.663906
200.0,200,495.813165
200.0,200,495.964098
200.0,200,496.267553
200.0,200,496.418538
200.0,200,496.568812
200.0,200,496.721348
200.0,200,496.872895
200.0,200,497.022971
200.0,200,497.173996
200.0,200,497.325729
200.0,200,497.477441
200.0,200,497.628685
200.0,200,497.781268
200.0,200,498.08558
200.0,200,498.236274
200.0,200,498.387483
200.0,200,498.538941
200.0,200,498.689739
200.0,200,498.841036
200.0,200,498.993154
200.0,200,499.145457
200.0,200,499.297934
200.0,200,499.451282
200.0,200,499.756126
200.0,200,499.906619
200.0,200,500.05868
200.0,200,500.211861
200.0,200,500.365862
200.0,200,500.519832
200.0,200,500.670337
200.0,200,500.82119
200.0,200,500.973517
200.0,200,501.124809
200.0,200,501.428295
200.0,200,501.579821
200.0,200,501.730997
200.0,200,501.883045
200.0,200,502.035168
200.0,200,502.185945
200.0,200,502.33715
200.0,200,502.489738
200.0,200,502.638263
200.0,200,502.790469
200.0,200,503.095274
200.0,200,503.247816
200.0,200,503.39932
200.0,200,503.552702
200.0,200,503.704974
200.0,200,503.863955
200.0,200,504.014853
200.0,200,504.166663
200.0,200,504.319402
200.0,200,504.47091
200.0,200,504.623253
200.0,200,504.925767
200.0,200,505.077375
200.0,200,505.229483
200.0,200,505.380567
200.0,200,505.531153
200.0,200,505.682224
200.0,200,505.833803
200.0,200,505.984353
200.0,200,506.134902
200.0,200,506.285898
200.0,200,506.586881
200.0,200,506.737769
200.0,200,506.889156
200.0,200,507.040933
200.0,200,507.193442
200.0,200,507.365044
200.0,200,507.518918
200.0,200,507.671035
200.0,200,507.824309
200.0,200,507.975354
200.0,200,508.277932
200.0,200,508.428917
200.0,200,508.580021
200.0,200,508.732205
200.0,200,508.883781
200.0,200,509.033163
200.0,200,509.184787
200.0,200,509.336897
200.0,200,509.489329
200.0,200,509.64019
200.0,200,509.954783
200.0,200,510.108361
200.0,200,510.259365
200.0,200,510.411835
200.0,200,510.561923
200.0,200,510.712754
200.0,200,510.864379
200.0,200,511.01651
200.0,200,511.165976
200.0,200,511.31649
200.0,200,511.467577
200.0,200,511.772911
200.0,200,511.923221
200.0,200,512.074721
200.0,200,512.227537
200.0,200,512.380558
200.0,200,512.531553
200.0,200,512.682962
200.0,200,512.83372
200.0,200,512.985142
200.0,200,513.136024
200.0,200,513.439621
200.0,200,513.591209
200.0,200,513.742851
200.0,200,513.894393
200.0,200,514.044432
200.0,200,514.194606
200.0,200,514.345154
200.0,200,514.501625
200.0,200,514.65292
200.0,200,514.80485
200.0,200,515.109071
200.0,200,515.261012
200.0,200,515.412902
200.0,200,515.563141
200.0,200,515.713149
200.0,200,515.86527
200.0,200,516.016863
200.0,200,516.168436
200.0,200,516.320414
200.0,200,516.471846
200.0,200,516.775647
200.0,200,516.926571
200.0,200,517.077572
200.0,200,517.22994
200.0,200,517.380788
200.0,200,517.531736
200.0,200,517.683757
200.0,200,517.835077
200.0,200,517.983717
200.0,200,518.135454
200.0,200,518.438468
200.0,200,518.589991
200.0,200,518.742079
200.0,200,518.894132
200.0,200,519.046129
200.0,200,519.19822
200.0,200,519.350678
200.0,200,519.501402
200.0,200,519.65392
200.0,200,519.804103
200.0,200,519.955052
200.0,200,520.260451
200.0,200,520.409571
200.0,200,520.560809
200.0,200,520.712441
200.0,200,520.862118
200.0,200,521.013089
200.0,200,521.161898
200.0,200,521.312949
200.0,200,521.46524
200.0,200,521.615559
200.0,200,521.918474
200.0,200,522.070196
200.0,200,522.221837
200.0,200,522.373511
200.0,200,522.524889
200.0,200,522.676509
200.0,200,522.828429
200.0,200,522.979752
200.0,200,523.130521
200.0,200,523.281957
200.0,200,523.590053
200.0,200,523.741291
200.0,200,523.892125
200.0,200,524.043484
200.0,200,524.194422
200.0,200,524.346497
200.0,200,524.496562
200.0,200,524.646933
200.0,200,524.799665
200.0,200,524.95391
200.0,200,525.259209
200.0,200,525.409978
200.0,200,525.562095
200.0,200,525.715267
200.0,200,525.867702
200.0,200,526.018645
200.0,200,526.169291
200.0,200,526.320685
200.0,200,526.473239
200.0,200,526.622049
200.0,200,526.773998
200.0,200,527.075896
200.0,200,527.228111
200.0,200,527.379135
200.0,200,527.531738
200.0,200,527.68322
200.0,200,527.834735
200.0,200,527.985192
200.0,200,528.135876
200.0,200,528.28865
200.0,200,528.437819
200.0,200,528.737718
200.0,200,528.887766
200.0,200,529.038883
200.0,200,529.189918
200.0,200,529.339632
200.0,200,529.490934
200.0,200,529.643059
200.0,200,529.793491
200.0,200,529.945052
200.0,200,530.097858
200.0,200,530.40058
200.0,200,530.55342
200.0,200,530.705903
200.0,200,530.857826
200.0,200,531.008812
200.0,200,531.161735
200.0,200,531.313621
200.0,200,531.465284
200.0,200,531.617922
200.0,200,531.768332
200.0,200,532.069077
200.0,200,532.220952
200.0,200,532.373463
200.0,200,532.5262
200.0,200,532.677919
200.0,200,532.829369
200.0,200,532.9797
200.0,200,533.131203
200.0,200,533.282959
200.0,200,533.435202
200.0,200,533.58707
200.0,200,533.893008
200.0,200,534.043979
200.0,200,534.196519
200.0,200,534.349565
200.0,200,534.502116
200.0,200,534.653904
200.0,200,534.805317
200.0,200,534.955465
200.0,200,535.105403
200.0,200,535.256809
200.0,200,535.562901
200.0,200,535.715177
200.0,200,535.86491
200.0,200,536.017475
200.0,200,536.168785
200.0,200,536.31921
200.0,200,536.470644
200.0,200,536.622184
200.0,200,536.773311
200.0,200,536.925588
200.0,200,537.228745
200.0,200,537.411074
200.0,200,537.563031
200.0,200,537.715249
200.0,200,537.86766
200.0,200,538.017186
200.0,200,538.167314
200.0,200,538.319213
200.0,200,538.470218
200.0,200,538.622636
200.0,200,538.925589
200.0,200,539.077245
200.0,200,539.229408
200.0,200,539.384325
200.0,200,539.535723
200.0,200,539.686956
200.0,200,539.837862
200.0,200,539.987906
200.0,200,540.13846
200.0,200,540.2899
200.0,200,540.440194
200.0,200,540.742566
200.0,200,540.893242
200.0,200,541.044854
200.0,200,541.196544
200.0,200,541.347438
200.0,200,541.498827
200.0,200,541.650552
200.0,200,541.802343
200.0,200,541.95448
200.0,200,542.106459
200.0,200,542.411399
200.0,200,542.562733
200.0,200,542.713772
200.0,200,542.864296
200.0,200,543.014943
200.0,200,543.167617
200.0,200,543.318919
200.0,200,543.461886
200.0,200,543.606364
200.0,200,543.758232
200.0,200,544.06086
200.0,200,544.213329
200.0,200,544.364768
200.0,200,544.516859
200.0,200,544.667988
200.0,200,544.82051
200.0,200,544.973729
200.0,200,545.126511
200.0,200,545.279688
200.0,200,545.43086
200.0,200,545.733083
200.0,200,545.886552
200.0,200,546.039297
200.0,200,546.190957
200.0,200,546.342521
200.0,200,546.49516
200.0,200,546.646967
200.0,200,546.797487
200.0,200,546.948634
200.0,200,547.101316
200.0,200,547.253481
200.0,200,547.556141
200.0,200,547.707447
200.0,200,547.858658
200.0,200,548.010278
200.0,200,548.16175
200.0,200,548.314451
200.0,200,548.465286
200.0,200,548.61701
200.0,200,548.769057
200.0,200,548.921719
200.0,200,549.224417
200.0,200,549.376863
200.0,200,549.528094
200.0,200,549.679272
200.0,200,549.831233
200.0,200,549.983249
200.0,200,550.13577
200.0,200,550.288871
200.0,200,550.442099
200.0,200,550.593548
200.0,200,550.894925
200.0,200,551.046651
200.0,200,551.198253
200.0,200,551.350645
200.0,200,551.500767
200.0,200,551.65371
200.0,200,551.805198
200.0,200,551.956337
200.0,200,552.10711
200.0,200,552.258875
200.0,200,552.5588
200.0,200,552.71057
200.0,200,552.862414
200.0,200,553.012463
200.0,200,553.163937
200.0,200,553.315765
200.0,200,553.46716
200.0,200,553.61911
200.0,200,553.769883
200.0,200,553.921131
200.0,200,554.073283
200.0,200,554.376525
200.0,200,554.528039
200.0,200,554.679765
200.0,200,554.833137
200.0,200,554.983399
200.0,200,555.134755
200.0,200,555.285062
200.0,200,555.435525
200.0,200,555.58668
200.0,200,555.738719
200.0,200,556.042176
200.0,200,556.194236
200.0,200,556.346432
200.0,200,556.498886
200.0,200,556.649972
200.0,200,556.80158
200.0,200,556.953802
200.0,200,557.105649
200.0,200,557.258149
200.0,200,557.408495
200.0,200,557.711875
200.0,200,557.862969
200.0,200,558.016018
200.0,200,558.168557
200.0,200,558.321626
200.0,200,558.474717
200.0,200,558.626942
200.0,200,558.778465
200.0,200,558.928953
200.0,200,559.080906
200.0,200,559.38401
200.0,200,559.535348
200.0,200,559.68776
200.0,200,559.839102
200.0,200,559.990346
200.0,200,560.144433
200.0,200,560.296752
200.0,200,560.447175
200.0,200,560.598172
200.0,200,560.749925
200.0,200,561.052967
200.0,200,561.205703
200.0,200,561.358181
200.0,200,561.509107
200.0,200,561.661244
200.0,200,561.811993
200.0,200,561.964519
200.0,200,562.116757
200.0,200,562.269147
200.0,200,562.420719
200.0,200,562.57299
200.0,200,562.876594
200.0,200,563.028648
200.0,200,563.180131
200.0,200,563.331144
200.0,200,563.484129
200.0,200,563.634845
200.0,200,563.786032
200.0,200,563.938759
200.0,200,564.090105
200.0,200,564.24042
200.0,200,564.543762
200.0,200,564.695616
200.0,200,564.847195
200.0,200,564.99774
200.0,200,565.149544
200.0,200,565.301456
200.0,200,565.451509
200.0,200,565.603716
200.0,200,565.754022
200.0,200,565.90606
200.0,200,566.212012
200.0,200,566.361442
200.0,200,566.513497
200.0,200,566.665208
200.0,200,566.81641
200.0,200,566.967893
200.0,200,567.118118
200.0,200,567.292305
200.0,200,567.452021
200.0,200,567.603281
200.0,200,567.905165
200.0,200,568.057023
200.0,200,568.211659
200.0,200,568.365055
200.0,200,568.517799
200.0,200,568.670923
200.0,200,568.823052
200.0,200,568.976013
200.0,200,569.127709
200.0,200,569.280435
200.0,200,569.431331
200.0,200,569.738533
200.0,200,569.897534
200.0,200,570.051806
200.0,200,570.203633
200.0,200,570.354801
200.0,200,570.506433
200.0,200,570.658338
200.0,200,570.809831
200.0,200,570.962574
200.0,200,571.114989
200.0,200,571.417623
200.0,200,571.569586
200.0,200,571.721262
200.0,200,571.872424
200.0,200,572.025129
200.0,200,572.17736
200.0,200,572.331177
200.0,200,572.483362
200.0,200,572.634884
200.0,200,572.788315
200.0,200,573.093589
200.0,200,573.245209
200.0,200,573.399404
200.0,200,573.549665
200.0,200,573.700657
200.0,200,573.851164
200.0,200,574.001527
200.0,200,574.15214
200.0,200,574.304038
200.0,200,574.455368
200.0,200,574.75861
200.0,200,574.908814
200.0,200,575.060897
200.0,200,575.211891
200.0,200,575.363729
200.0,200,575.515473
200.0,200,575.667307
200.0,200,575.818428
200.0,200,575.968785
200.0,200,576.120987
200.0,200,576.272022
200.0,200,576.573511
200.0,200,576.723931
200.0,200,576.876876
200.0,200,577.029722
200.0,200,577.18098
200.0,200,577.332445
200.0,200,577.48607
200.0,200,577.638231
200.0,200,577.790288
200.0,200,577.943305
200.0,200,578.24756
200.0,200,578.400537
200.0,200,578.552949
200.0,200,578.70489
200.0,200,578.856825
200.0,200,579.012803
200.0,200,579.165024
200.0,200,579.316856
200.0,200,579.469081
200.0,200,579.620922
200.0,200,579.922822
200.0,200,580.0757
200.0,200,580.228286
200.0,200,580.381228
200.0,200,580.533616
200.0,200,580.685786
200.0,200,580.838051
200.0,200,580.990131
200.0,200,581.141849
200.0,200,581.294251
200.0,200,581.598198
200.0,200,581.749889
200.0,200,581.900954
200.0,200,582.052169
200.0,200,582.203532
200.0,200,582.356126
200.0,200,582.507022
200.0,200,582.6582
200.0,200,582.808316
200.0,200,582.958978
200.0,200,583.111223
200.0,200,583.414595
200.0,200,583.564904
200.0,200,583.717278
200.0,200,583.870304
200.0,200,584.02271
200.0,200,584.173558
200.0,200,584.324056
200.0,200,584.476273
200.0,200,584.628757
200.0,200,584.778313
200.0,200,585.081918
200.0,200,585.234166
200.0,200,585.385615
200.0,200,585.538126
200.0,200,585.688622
200.0,200,585.84067
200.0,200,585.993321
200.0,200,586.144159
200.0,200,586.295977
200.0,200,586.444652
200.0,200,586.746275
200.0,200,586.898871
200.0,200,587.048995
200.0,200,587.199677
200.0,200,587.350887
200.0,200,587.502594
200.0,200,587.654799
200.0,200,587.806763
200.0,200,587.958445
200.0,200,588.108751
200.0,200,588.410528
200.0,200,588.561204
200.0,200,588.71196
200.0,200,588.864172
200.0,200,589.0145
200.0,200,589.164684
200.0,200,589.31528
200.0,200,589.466447
200.0,200,589.61877
200.0,200,589.770651
200.0,200,589.922891
200.0,200,590.226892
200.0,200,590.377365
200.0,200,590.528401
200.0,200,590.678973
200.0,200,590.830562
200.0,200,590.982271
200.0,200,591.134459
200.0,200,591.285864
200.0,200,591.436412
200.0,200,591.585913
200.0,200,591.888651
200.0,200,592.041029
200.0,200,592.193267
200.0,200,592.344953
200.0,200,592.496933
200.0,200,592.649449
200.0,200,592.800507
200.0,200,592.951896
200.0,200,593.102079
200.0,200,593.25463
200.0,200,593.55631
200.0,200,593.707955
200.0,200,593.858619
200.0,200,594.01039
200.0,200,594.161196
200.0,200,594.31292
200.0,200,594.463511
200.0,200,594.615287
200.0,200,594.767596
200.0,200,594.919217
200.0,200,595.22217
200.0,200,595.373844
200.0,200,595.525992
200.0,200,595.676069
200.0,200,595.8256
200.0,200,595.97576
200.0,200,596.125852
200.0,200,596.277361
200.0,200,596.429224
200.0,200,596.581564
200.0,200,596.733951
200.0,200,597.03778
200.0,200,597.191721
200.0,200,597.366834
200.0,200,597.522378
200.0,200,597.673892
200.0,200,597.824378
200.0,200,597.975407
200.0,200,598.127358
200.0,200,598.278413
200.0,200,598.4304
200.0,200,598.733679
200.0,200,598.88249
200.0,200,599.03348
200.0,200,599.183931
200.0,200,599.335885
200.0,200,599.486438
200.0,200,599.637288
200.0,200,599.788265
200.0,200,599.938298
200.0,200,600.091013
200.0,200,600.394518
200.0,200,600.546621
200.0,200,600.698444
200.0,200,600.849342
200.0,200,600.999949
200.0,200,601.149805
200.0,200,601.301939
200.0,200,601.451013
